warmup_steps,layer_index,parameter,shape,seeds,mean_gradient_nuclear_rank,mean_alignment_ratio_spectral_over_fro,mean_step_size_ratio_spectral_over_fro,mean_tail_accuracy_before,geomean_jvp_tail_drift_sq_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_ci95_low,jvp_tail_drift_sq_ratio_ci95_high,geomean_scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_ci95_low,scaled_jvp_tail_drift_sq_ratio_ci95_high,geomean_observed_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_ci95_low,observed_tail_drift_sq_ratio_ci95_high,spectral_less_observed_tail_drift_fraction
2000,1,conv1.weight,64x3x3x3,10,4.1345452650459755,2.028560447702625,0.49534606310332296,0.479,1.205187923297105,1.1885343559334818,1.222074837980097,0.29428062236694735,0.2638879831881691,0.328173657831648,0.5209169457984555,0.4883917363536231,0.5556082222970192,1.0
2000,2,layer1.0.conv1.weight,64x64x3x3,10,12.234180458906847,3.490237506011789,0.2877834533151865,0.479,1.7581141892311307,1.6857503281942012,1.8335843989939604,0.14495762039998064,0.12803715940337984,0.1641141666211489,0.5528019467727682,0.5275613517239169,0.5792501504463573,1.0
2000,3,layer1.0.conv2.weight,64x64x3x3,10,15.812974385280096,3.967355237017061,0.2532223031962201,0.479,1.690304030827432,1.615309092523091,1.7687808047738214,0.10788739825244026,0.09398645612321468,0.12384434078907293,0.4654584043581956,0.44363191219955245,0.4883587501933908,1.0
2000,4,layer1.1.conv1.weight,64x64x3x3,10,13.662858727704867,3.6823176182343174,0.2735583056346127,0.479,1.6200781166133007,1.5814375178318207,1.6596628537861844,0.12036730723660653,0.10535985741343559,0.1375124170350678,0.41504919973887316,0.3872395965876617,0.4448559489315608,1.0
2000,5,layer1.1.conv2.weight,64x64x3x3,10,14.336843663745706,3.779299371232347,0.2655473292465568,0.479,1.5159069059464108,1.426738164514899,1.6106485441057417,0.10651939179880225,0.09583701365282928,0.11839247068245615,0.3947890793950344,0.37104032058755165,0.4200578981895364,1.0
2000,6,layer2.0.conv1.weight,128x64x3x3,10,18.091365975570405,4.248811789139702,0.23586188133145325,0.479,1.9256560067808761,1.821779288285598,2.0354557109609357,0.1068983861586652,0.09559012327456147,0.11954441078085876,0.3525152861304726,0.32792162964524396,0.37895343192239256,1.0
2000,7,layer2.0.conv2.weight,128x128x3x3,10,21.77569811197132,4.659947279315381,0.21517850454290186,0.479,1.975389423231966,1.8870559078047964,2.0678578505689784,0.09121812505789284,0.08433972157468067,0.09865750305696196,0.2959182563988164,0.2718097547213374,0.3221650913886112,1.0
2000,8,layer2.0.downsample.0.weight,128x64x1x1,10,8.906063673619387,2.981942700278007,0.3358605899981688,0.479,1.302334381907338,1.2798471295653067,1.32521674121661,0.14668687828201524,0.13704481473690253,0.15700732859853897,0.39422511044894204,0.36910257899753635,0.4210575773558003,1.0
2000,9,layer2.1.conv1.weight,128x128x3x3,10,21.05640982618872,4.583727713168449,0.21862055092641178,0.479,2.000628628997255,1.942592544252385,2.0603985756075374,0.09542230701455863,0.08901755633688511,0.10228787500660458,0.26459073050546084,0.24060872966353294,0.2909630700736124,1.0
2000,10,layer2.1.conv2.weight,128x128x3x3,10,16.442328857799218,4.043119871736774,0.24870071901925833,0.479,2.197342543863441,2.0724184416937006,2.329796993664213,0.13517686484967592,0.11990667769226433,0.1523917194794098,0.27612739728658053,0.25543310045010414,0.29849827370808935,1.0
