seed,layer_index,parameter,shape,warmup_steps,gradient_nuclear_rank,gradient_fro_norm,gradient_op_norm,alignment_ratio_spectral_over_fro,step_size_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_spectral_over_fro,linearization_relative_error_diff_spectral_minus_fro,tail_loss_increase_diff_spectral_minus_fro,tail_accuracy_drop_diff_spectral_minus_fro,tail_margin_drop_diff_spectral_minus_fro,actual_head_loss_decrease_diff_spectral_minus_fro,tail_accuracy_before,tail_loss_before,spectral_less_jvp_tail_drift,spectral_less_scaled_jvp_tail_drift,spectral_less_observed_tail_drift
0,1,conv1.weight,64x3x3x3,2000,4.351843357071859,4.418598175048828,3.9272189140319824,2.086108086466583,0.47936154722154595,1.1715465707690778,0.26920670884632925,0.37604963231211497,0.1023828387260437,5.435943603515625e-05,0.0005000000000000004,3.9577484130859375e-05,-0.00020802021026611328,0.3245,4.001647472381592,False,True,True
0,2,layer1.0.conv1.weight,64x64x3x3,2000,20.60846491909877,2.9240355491638184,1.791092038154602,4.539665471163689,0.22028054850122292,1.3898731160111164,0.06744153631268461,0.4904001041866201,0.3143172264099121,-1.9550323486328125e-05,0.0,6.604194641113281e-05,-0.00014770030975341797,0.3245,4.001647472381592,False,True,True
0,3,layer1.0.conv2.weight,64x64x3x3,2000,27.888644130101138,2.4951436519622803,1.6759920120239258,5.280978677148453,0.18935884068745484,1.3208935598809164,0.047362979565568966,0.5145923401268472,0.3489946126937866,1.0013580322265625e-05,0.0,-2.384185791015625e-05,-5.319714546203613e-05,0.3245,4.001647472381592,False,True,True
0,4,layer1.1.conv1.weight,64x64x3x3,2000,25.446209566850012,2.237201690673828,1.6698540449142456,5.044426474374605,0.19823859165753377,1.1898069917894551,0.04675767785749285,0.45030038219748875,0.3128446340560913,9.918212890625e-05,0.0,0.00011563301086425781,-2.3126602172851562e-05,0.3245,4.001647472381592,False,True,True
0,5,layer1.1.conv2.weight,64x64x3x3,2000,31.299031639135872,1.8561203479766846,1.2450854778289795,5.594580336649354,0.17874441688666662,1.181875516774273,0.0377604119011848,0.4495348053843489,0.3075655698776245,8.106231689453125e-05,0.0,7.152557373046875e-05,-6.428360939025879e-05,0.3245,4.001647472381592,False,True,True
0,6,layer1.2.conv1.weight,64x64x3x3,2000,27.272811967636866,1.8218640089035034,1.365736961364746,5.222344813831823,0.19148486659697672,1.191091239872022,0.0436730912229271,0.3339887655883101,0.25575006008148193,5.91278076171875e-05,0.0,-4.0531158447265625e-05,2.7358531951904297e-05,0.3245,4.001647472381592,False,True,True
0,7,layer1.2.conv2.weight,64x64x3x3,2000,31.048452039261267,1.5823709964752197,1.0929844379425049,5.572124707065924,0.17946475582858293,1.2323642778407304,0.03969149712016389,0.37531271286965345,0.23844218254089355,8.916854858398438e-05,0.0,-4.9114227294921875e-05,-5.131959915161133e-05,0.3245,4.001647472381592,False,True,True
0,8,layer2.0.conv1.weight,128x64x3x3,2000,39.81220286238232,2.6155660152435303,2.0880608558654785,6.309664481408288,0.15848703254294189,1.3479480127471235,0.03385794092371768,0.27346754268699563,0.47619807720184326,0.00010585784912109375,0.0,6.628036499023438e-05,4.756450653076172e-05,0.3245,4.001647472381592,False,True,True
0,9,layer2.0.conv2.weight,128x128x3x3,2000,56.83618082132321,2.1379921436309814,1.556374430656433,7.539020332451285,0.13264322894787225,1.2781210172417206,0.022487550841421854,0.32327448837048617,0.5014833211898804,0.0004115104675292969,0.0,0.0004165172576904297,-3.7610530853271484e-05,0.3245,4.001647472381592,False,True,True
0,10,layer2.0.downsample.0.weight,128x64x1x1,2000,20.571144913279337,1.052499771118164,0.8651670813560486,4.535541931777613,0.22048081906015374,1.1014288020188625,0.05354242219061863,0.311015860105136,0.11710977554321289,0.0004191398620605469,0.0,0.0004956722259521484,1.868605613708496e-05,0.3245,4.001647472381592,False,True,True
0,11,layer2.1.conv1.weight,128x128x3x3,2000,62.916158614850694,1.9291632175445557,1.3272688388824463,7.932009622940029,0.12607145572641731,1.2818762191496336,0.020374155448145047,0.3229328288679916,0.4858211278915405,0.00030040740966796875,0.0,0.0003209114074707031,3.2275915145874023e-05,0.3245,4.001647472381592,False,True,True
0,12,layer2.1.conv2.weight,128x128x3x3,2000,54.803177564101404,1.9915796518325806,1.4915295839309692,7.402928019627234,0.13508168623937988,1.2452611144723893,0.022722359807224778,0.28887412821216896,0.46450018882751465,0.0006618499755859375,0.0,0.0008251667022705078,2.3543834686279297e-05,0.3245,4.001647472381592,False,True,True
0,13,layer2.2.conv1.weight,128x128x3x3,2000,52.60111651050505,1.8747162818908691,1.434974193572998,7.252622858033451,0.1378811527325371,1.254763614999595,0.023854581719590012,0.22735654189546192,0.4125267267227173,0.000873565673828125,0.0,0.0011947154998779297,-6.788969039916992e-05,0.3245,4.001647472381592,False,True,True
0,14,layer2.2.conv2.weight,128x128x3x3,2000,50.252994923886185,1.8281935453414917,1.4277786016464233,7.088954094940011,0.14106453316065132,1.3189715538337745,0.026246481102340992,0.21442840123898305,0.3415346145629883,0.00103759765625,0.0,0.0012619495391845703,3.975629806518555e-05,0.3245,4.001647472381592,False,True,True
0,15,layer2.3.conv1.weight,128x128x3x3,2000,44.447068669814826,1.8702839612960815,1.5256872177124023,6.666865361130162,0.14999552950781067,1.2525602436121492,0.028180925287082412,0.16773786764990106,0.3561668395996094,0.0012662410736083984,0.0,0.0015826225280761719,6.911158561706543e-05,0.3245,4.001647472381592,False,True,True
0,16,layer2.3.conv2.weight,128x128x3x3,2000,42.43258077696028,1.7973153591156006,1.4786397218704224,6.514040284210877,0.1535145556934703,1.2626729688335687,0.02975705706953991,0.17273357154776678,0.331439733505249,0.0010581016540527344,0.0,0.001298666000366211,1.2546777725219727e-05,0.3245,4.001647472381592,False,True,True
0,17,layer3.0.conv1.weight,256x128x3x3,2000,53.506386574746955,3.4263391494750977,2.9983060359954834,7.31462254888385,0.13671245417203262,1.5445794354954763,0.028868648122791104,0.12369054938514838,0.6001473069190979,0.0013377666473388672,0.0,0.0015804767608642578,9.238719940185547e-07,0.3245,4.001647472381592,False,True,True
