seed,optimizer,step,batch_loss_before,batch_loss_after,batch_loss_decrease,batch_tail_examples,update_fro_norm,update_op_norm,gradient_momentum_cosine,train_loss,train_accuracy,head_loss,head_accuracy,head_margin,tail_train_loss,tail_train_accuracy,tail_train_margin,tail_eval_loss,tail_eval_accuracy,tail_eval_margin,tail_eval_output_drift_fro,tail_eval_output_drift_rms
0,adam,0,,,,0,0.0,0.0,,2.3020719406521777,0.16727272727272727,2.3021754918937907,0.15,-0.0016262835433703477,2.301036428236045,0.34,-0.0006946720285238156,2.30307116087168,0.175,-0.002717379722283384,0.0,0.0
0,adam,1,2.3020579922641313,2.279199594470116,0.022858397794015328,2,0.4547849628849648,0.2586160700523805,,2.2829680671137256,0.3563636363636364,2.2803234649278243,0.392,-0.002993068041988811,2.3094140889727415,0.0,-0.035992148463057906,2.322642221687223,0.0,-0.050015094844546006,0.8931313115601391,0.01997102325482016
0,adam,2,2.283149504033861,2.236813878555085,0.04633562547877634,4,0.3403100280114374,0.22564089034355078,,2.2386306682516453,0.37272727272727274,2.227406247862325,0.41,-0.004937420138776214,2.350874872144849,0.0,-0.13394964656280572,2.3772161439879085,0.0,-0.16316840232066007,3.20814696647031,0.07173634698837351
0,adam,3,2.2331146688665515,2.15809247153525,0.07502219733130167,5,0.3133288477671301,0.23774448301912923,,2.1683693645192594,0.5,2.1416637560855114,0.55,-0.009985367539641417,2.435425448856743,0.0,-0.3065641861899936,2.480630060284249,0.0,-0.35614346998511676,7.343086267018098,0.16419640057697638
0,adam,4,2.183625351763045,2.098859818675651,0.08476553308739421,9,0.3093064566976022,0.24244164602895554,,2.077244366869203,0.4218181818181818,2.0373242049738227,0.464,-0.018900362606160074,2.476445985823,0.0,-0.46659096729144633,2.6611430826837186,0.0,-0.6538630002131305,13.155354178296754,0.2941626621075743
0,adam,5,2.1078084896955582,2.016340945180324,0.09146754451523442,9,0.303514968147887,0.24361019742470075,,1.9790353959530342,0.35818181818181816,1.9274199383306077,0.394,-0.0370931604567129,2.4951899721773003,0.0,-0.6137880613216115,2.930732325199918,0.0,-1.0535186325157253,20.90943661378841,0.46754921639653896
0,adam,6,2.0056012292863143,1.9010535092238068,0.10454772006250757,9,0.3035548625136311,0.2403753563730015,,1.8898878996102952,0.24727272727272728,1.8303283088461495,0.272,-0.057787966178832834,2.485483807251752,0.0,-0.7571748422287305,3.2882799275048185,0.0,-1.5646324649796355,30.312939159288206,0.6778179255798374
0,adam,7,1.9284003030587493,1.8531119626378447,0.0752883404209046,8,0.3028180968658232,0.23665365183243664,,1.8134490533326268,0.32181818181818184,1.7488677863698556,0.354,-0.057557018612767914,2.459261722960338,0.0,-0.8176628629493605,3.746922664106817,0.0,-2.108234930244292,41.60278506024944,0.9302665544803045
0,adam,8,1.794178976160634,1.7239959555146895,0.0701830206459444,6,0.2969069432303573,0.2299080446193394,,1.7551558420910554,0.3418181818181818,1.6870459257395929,0.376,-0.08549610452097775,2.436255005605682,0.0,-0.9010775552424966,4.29817891971895,0.0,-2.7634680623757624,54.59372828028348,1.2207528757986659
0,adam,9,1.8271297099766208,1.7771879043347947,0.049941805641826154,11,0.2847686000874048,0.20702032596106718,,1.710188482257621,0.35454545454545455,1.6440402282772357,0.39,-0.10210258129918916,2.371671022061473,0.0,-0.9211019639865131,4.874895833941132,0.0,-3.422054942130262,67.88059075739355,1.517856152863759
0,adam,10,1.7252884509960391,1.6684351170217209,0.05685333397431824,7,0.2718698384536447,0.18051257860480915,,1.664936672363206,0.3618181818181818,1.6035515484719711,0.398,-0.04865770639951963,2.278787911275559,0.0,-0.8024225843011353,5.450606704581579,0.0,-3.972945115948809,81.07633327587877,1.812921925712932
0,adam,11,1.6912406244109288,1.641388814399919,0.04985181001100991,6,0.26224330369322174,0.16142772441424647,,1.6214988354381996,0.3618181818181818,1.5650782787151238,0.398,0.022623366343096005,2.185704402668959,0.0,-0.6459707580017674,6.012867801634029,0.0,-4.4799145109386815,94.01573063086838,2.102255646449308
0,adam,12,1.598873272228818,1.5577927997077508,0.04108047252106717,5,0.25526395600000873,0.15400134561605855,,1.5814391264479952,0.5072727272727273,1.5244154326303905,0.558,0.0409754032923696,2.151676064624041,0.0,-0.5830375355230969,6.5656234456665015,0.0,-5.0275119333528355,106.67204617316514,2.3852594654219357
0,adam,13,1.5089729617654415,1.437879935259999,0.07109302650544258,2,0.2563206116675493,0.1631002525398571,,1.5443255182353726,0.3890909090909091,1.4733670194913717,0.428,0.007276278206087636,2.253910505675384,0.0,-0.8026365703358675,7.109157928266865,0.0,-5.696331430260688,118.95737707933917,2.659967815744776
0,adam,14,1.5902985367522835,1.5523113558839674,0.037987180868316095,10,0.24562200662727748,0.1650189110836546,,1.5021614682952495,0.4,1.4244739710512937,0.44,0.013968119890597158,2.2790364407348074,0.0,-0.8785979595921463,7.595514821020557,0.0,-6.239249221189635,130.0510416826791,2.908029697471291
0,adam,15,1.4483431145416428,1.3855875594799751,0.06275555506166763,3,0.24299601121919107,0.1716015928595099,,1.4488306946621743,0.47454545454545455,1.3581098567162948,0.522,0.08569447489848848,2.35603907412097,0.0,-0.9250944536871414,8.041740029923464,0.0,-6.676468552515766,140.30184756359745,3.137244685210173
0,adam,16,1.568163062067295,1.491208529028926,0.07695453303836897,9,0.23689242498783192,0.16956208714467721,,1.386862056489642,0.5,1.2916654132124437,0.55,0.18258690326058755,2.3388284892616253,0.0,-0.829954428623859,8.412267896164671,0.0,-6.975435926364664,149.14782093587988,3.335046663085937
0,adam,17,1.3804166645663203,1.3134478503543028,0.0669688142120175,6,0.24009391442570815,0.17215617726381122,,1.331200519389413,0.6381818181818182,1.233072155541754,0.702,0.20467905413317647,2.312484157866006,0.0,-0.7773004384351065,8.755638072933769,0.0,-7.2762477070453135,157.28215630600639,3.516935931479776
0,adam,18,1.3356585204392475,1.2707218624404606,0.0649366579987869,4,0.2413009601925842,0.17324765057062597,,1.291848235231865,0.6127272727272727,1.1875479195600183,0.674,0.1892599012223611,2.334851391950334,0.0,-0.9080827868000328,9.090977767111855,0.0,-7.676492209209194,164.94487538004444,3.6882795389001086
0,adam,19,1.2496772973869077,1.1954926228226557,0.05418467456425202,5,0.24060809933878946,0.1736461237370897,,1.2630779971756758,0.6654545454545454,1.1535049407526603,0.732,0.16222097017454828,2.3588085614058327,0.0,-1.0784630425449273,9.411615492557026,0.0,-8.126859272077716,172.073446962142,3.8476792453005433
0,adam,20,1.313822520697609,1.2641113995545377,0.04971112114307141,9,0.23176762645715124,0.16993817996095356,,1.219669787804701,0.6145454545454545,1.113234498199893,0.676,0.19167093271372437,2.284022683852781,0.0,-1.067577543056512,9.667363780877094,0.0,-8.45114575598074,178.01728079760093,3.980587410331036
0,adam,21,1.192829437356055,1.1342450770156058,0.058584360340449226,4,0.23081180796822073,0.16881572373739262,,1.164343667588056,0.5890909090909091,1.058564078829035,0.648,0.2605027128471781,2.2221395551782694,0.0,-1.0321120757485955,9.88166905540192,0.0,-8.691752260200543,183.18227842135897,4.096080268234513
0,adam,22,1.188887625184347,1.1094580129746157,0.07942961220973133,8,0.2295031931229908,0.16609369445620922,,1.0981570798113893,0.6945454545454546,0.9987536295926219,0.764,0.36222349606159504,2.0921915819990637,0.0,-0.8535757967949155,10.05253322382562,0.0,-8.82441883866788,187.56605835960013,4.194104567637586
0,adam,23,1.1615894719399429,1.08753717788511,0.07405229405483293,7,0.22885702460257457,0.1602459638087221,,1.0358666859615036,0.7618181818181818,0.9439912149578565,0.838,0.47335907836146907,1.9546213959979752,0.0,-0.6514680264930596,10.204712217805165,0.0,-8.94334928892425,191.49479098780893,4.28195369985855
0,adam,24,0.9786588993275919,0.9241027934005756,0.05455610592701632,4,0.226107524455986,0.15552104625191482,,0.9864161680045956,0.7709090909090909,0.895632473296102,0.848,0.5685959828386654,1.8942531150895352,0.0,-0.5927941577683218,10.370309681222915,0.0,-9.144403539710966,195.42719586024398,4.369884945956712
0,adam,25,1.0187209986975951,0.9692741418014346,0.049446856896160574,8,0.2254010430977454,0.15471691379452113,,0.9423277142504459,0.7818181818181819,0.854908859374644,0.86,0.6549686826357807,1.8165162630084684,0.0,-0.5589315947178197,10.530870474654618,0.0,-9.366418375444507,199.1064952798886,4.452156582075721
0,adam,26,0.9156430340574857,0.8465564816900639,0.06908655236742178,1,0.2229940997408439,0.15319226009094314,,0.8996585369517935,0.7854545454545454,0.8030500984070539,0.864,0.7396489201691178,1.86574292239919,0.0,-0.6928983706629862,10.692450045016514,0.0,-9.618443376555717,202.62217727483616,4.530769621355468
0,adam,27,0.9534176611879435,0.9083484298767448,0.045069231311198665,8,0.22229203526591057,0.15258090543793765,,0.8568142646141177,0.8054545454545454,0.754345433015373,0.886,0.8217024895427985,1.881502580601564,0.0,-0.7643662604093151,10.835356629874116,0.0,-9.828827349794146,205.72605330398474,4.600174399304551
0,adam,28,0.8672384877182612,0.8135931929020579,0.05364529481620328,4,0.22210407781291774,0.15391820526066952,,0.8112461873730754,0.8272727272727273,0.7012142791146728,0.91,0.8936405364900852,1.9115652699571024,0.0,-0.8176923426374145,10.954215321613717,0.0,-9.981694293551364,208.45374933514302,4.661167536780813
0,adam,29,0.7977862426822341,0.7387819531828836,0.05900428949935044,6,0.21851604205470598,0.1486291103145299,,0.7717917649357838,0.8236363636363636,0.6566909449941054,0.906,0.9468197943001112,1.9227999643525675,0.0,-0.8297238509243172,11.057251469447742,0.0,-10.101625046901137,210.83199174509005,4.7143466537369605
0,adam,30,0.7593797972275854,0.7249273914743097,0.03445240575327568,8,0.21023294212782107,0.13568024497567927,,0.7357443822634745,0.8018181818181818,0.6219015370165414,0.882,1.0000490206531234,1.8741728347328057,0.0,-0.7735185895825833,11.156387681359108,0.0,-10.20992372835697,213.1316768130984,4.76576917512604
0,adam,31,0.8266300827865108,0.779622668956987,0.04700741382952389,8,0.202360666297218,0.12984527835754725,,0.6945325882843378,0.8072727272727273,0.5884700454295089,0.888,1.0696498085921042,1.7551580168326268,0.0,-0.6452765768948658,11.233485270202396,0.0,-10.287837710511868,215.0752244939427,4.809228222444839
0,adam,32,0.7390803655224556,0.7002510472378357,0.038829318284619885,5,0.20034991010192163,0.12713070335009702,,0.6556177398323094,0.8072727272727273,0.557914677218152,0.888,1.1431984430993056,1.6326483659738829,0.0,-0.5068842375235186,11.307374726429424,0.0,-10.353888196949983,216.95122668599737,4.851176906718566
0,adam,33,0.6337091471084028,0.5970219068140358,0.036687240294366985,5,0.19879562654333524,0.12565339471044484,,0.6207319067875139,0.8236363636363636,0.5316467069961561,0.898,1.2233467203341644,1.5115839047010917,0.08,-0.3697854648823855,11.392075579074099,0.0,-10.433939470237469,218.94994621954552,4.895869634168268
0,adam,34,0.5353520876537876,0.5036152102816341,0.03173687737215347,2,0.19543305820549334,0.12352953869224936,,0.5935733495686246,0.8218181818181818,0.5072401647259844,0.892,1.3072198160107882,1.4569051979950272,0.12,-0.3112758238073044,11.493318086964896,0.0,-10.552015865259373,221.1464464952422,4.944984873458816
0,adam,35,0.5947284426568747,0.5625049011600626,0.03222354149681217,8,0.19106614879092243,0.12126340060899751,,0.5667985911765603,0.8345454545454546,0.48584769226298763,0.898,1.3878054355095406,1.376307580312287,0.2,-0.2187436771351614,11.594687980335824,0.0,-10.663517215123365,223.34026154079936,4.994040069178096
0,adam,36,0.6116764353118764,0.5626894556974051,0.04898697961447129,7,0.1891996527432068,0.12200105582604548,,0.5391950843918313,0.8636363636363636,0.46467812694985067,0.912,1.471173636462774,1.2843646588116382,0.38,-0.11529185893481078,11.685204438697424,0.0,-10.755887930291454,225.33052528667346,5.038543719467372
0,adam,37,0.5313197168794553,0.5031667627966245,0.028152954082830806,5,0.18623590628679498,0.12297711363461282,,0.517628456604576,0.8672727272727273,0.4479715783681957,0.918,1.5515049613360965,1.2141972389683788,0.36,-0.048745467195611465,11.786411457200295,0.0,-10.876969488481187,227.405393785474,5.084939189544281
0,adam,38,0.5010021502897122,0.4707820631268663,0.030220087162845855,5,0.18639049355895035,0.1278733283915926,,0.503011240932228,0.8672727272727273,0.4352935875086346,0.914,1.6277672113331565,1.1801877751681618,0.4,-0.0689211995789055,11.891748457176124,0.0,-11.009556411868111,229.49412180122033,5.131644567841451
