seed,layer_index,parameter,shape,warmup_steps,gradient_nuclear_rank,gradient_fro_norm,gradient_op_norm,alignment_ratio_spectral_over_fro,step_size_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_spectral_over_fro,linearization_relative_error_diff_spectral_minus_fro,tail_loss_increase_diff_spectral_minus_fro,tail_accuracy_drop_diff_spectral_minus_fro,tail_margin_drop_diff_spectral_minus_fro,actual_head_loss_decrease_diff_spectral_minus_fro,tail_accuracy_before,tail_loss_before,spectral_less_jvp_tail_drift,spectral_less_scaled_jvp_tail_drift,spectral_less_observed_tail_drift
0,1,conv1.weight,64x3x3x3,2000,4.147787004263122,0.0005495611112564802,0.0005080828559584916,2.0366149630996975,0.49101082831976006,1.160132942817374,0.2796983592279457,0.55235071855807,0.14967083930969238,-2.765655517578125e-05,0.0010000000000000009,-9.059906005859375e-05,-2.7939677238464355e-09,0.508,1.8496900796890259,False,True,True
0,2,layer1.0.conv1.weight,64x64x3x3,2000,15.658938328397824,0.0005909957690164447,0.00041677875560708344,3.957143096334861,0.25270756595236815,1.6871715979693593,0.10774464867953054,0.5380883650077459,0.3930542469024658,-0.0002683401107788086,0.0010000000000000009,-0.00032913684844970703,3.637978807091713e-12,0.508,1.8496900796890259,False,True,True
0,3,layer1.0.conv2.weight,64x64x3x3,2000,20.846636927542768,0.0004939815262332559,0.0003827661566901952,4.565815648265524,0.21901891732748413,1.530655250766883,0.07342444364585525,0.4830278870584219,0.5040251016616821,-0.0004265308380126953,0.0010000000000000009,-0.0004832148551940918,-9.316863724961877e-09,0.508,1.8496900796890259,False,True,True
0,4,layer1.1.conv1.weight,64x64x3x3,2000,19.219490910843327,0.00044258713023737073,0.0003601686330512166,4.383997609549911,0.22810231415766358,1.5354541106953623,0.0798906941346907,0.42224197143655323,0.39993977546691895,-0.00043213367462158203,0.0010000000000000009,-0.0008283555507659912,-7.912603905424476e-09,0.508,1.8496900796890259,False,True,True
0,5,layer1.1.conv2.weight,64x64x3x3,2000,19.600385876696972,0.00039168106741271913,0.0003242820093873888,4.427229184592727,0.22587491144125005,1.5695556994687285,0.08007790716713507,0.4284264346881536,0.3430215120315552,-0.0006974935531616211,0.0,-0.0011698007583618164,5.122274160385132e-09,0.508,1.8496900796890259,False,True,True
0,6,layer2.0.conv1.weight,128x64x3x3,2000,24.04944213548856,0.000585412431973964,0.0005109563353471458,4.903953532699453,0.20391710348232753,1.774104635895906,0.0737711377727603,0.4013438719413699,0.5522385835647583,-0.0006338357925415039,0.0,-0.0011673569679260254,9.349605534225702e-10,0.508,1.8496900796890259,False,True,True
0,7,layer2.0.conv2.weight,128x128x3x3,2000,29.353412231053003,0.0005142166628502309,0.0004374379350338131,5.417845422142371,0.18457521802173743,2.0013275741814858,0.0681812500438796,0.36386644604611856,0.44052767753601074,-0.0007615089416503906,0.0,-0.0013451874256134033,-6.984919309616089e-09,0.508,1.8496900796890259,False,True,True
0,8,layer2.0.downsample.0.weight,128x64x1x1,2000,11.358891849272357,0.00023195816902443767,0.00021001511777285486,3.370288312880441,0.2967105206335724,1.2462037165365092,0.10971219440548508,0.4102613789793322,0.1359570026397705,-0.0006185770034790039,0.0,-0.0010837316513061523,3.2632669899612665e-09,0.508,1.8496900796890259,False,True,True
0,9,layer2.1.conv1.weight,128x128x3x3,2000,28.396017786826604,0.0005218784208409488,0.00045062185381539166,5.328781965071278,0.1876601457058534,2.18815545927654,0.07705879133603717,0.3131388534314474,0.36915385723114014,-0.0007452964782714844,0.0,-0.0013651847839355469,2.3283064365386963e-09,0.508,1.8496900796890259,False,True,True
0,10,layer2.1.conv2.weight,128x128x3x3,2000,20.417292107409086,0.0005993802915327251,0.0005423359689302742,4.518518978906457,0.22131145286060383,2.548312794637197,0.12481320311492487,0.2885807651534386,0.20373380184173584,-0.0009548664093017578,0.0010000000000000009,-0.001847982406616211,-8.381903171539307e-09,0.508,1.8496900796890259,False,True,True
0,11,layer3.0.conv1.weight,256x128x3x3,2000,22.900709946030126,0.0009236541809514165,0.0008643523324280977,4.785351080799302,0.20897108344096021,3.0038115867495887,0.13117317821656102,0.221477325861726,0.3049945831298828,-0.001130819320678711,0.0,-0.0021269619464874268,-2.7939677238464355e-09,0.508,1.8496900796890259,False,True,True
0,12,layer3.0.conv2.weight,256x256x3x3,2000,23.801497217486798,0.0008035717764869332,0.0007436994928866625,4.878678671369803,0.20497353225340145,3.510687743930571,0.14749855644907217,0.2242526401567808,0.15344184637069702,-0.0011954307556152344,0.0,-0.002402961254119873,-1.3969838619232178e-09,0.508,1.8496900796890259,False,True,True
0,13,layer3.0.downsample.0.weight,256x128x1x1,2000,10.477536505101643,0.00034083318314515054,0.00032499729422852397,3.2368519071657627,0.3089421538829731,2.010652200294283,0.19190719826313046,0.3402137430201836,-0.03323209285736084,-0.0008896589279174805,0.0,-0.001749277114868164,-9.313225746154785e-10,0.508,1.8496900796890259,False,True,True
0,14,layer3.1.conv1.weight,256x256x3x3,2000,21.273632451559774,0.0008015063940547407,0.0007437922176904976,4.612229611594961,0.21681487788163017,3.5845339824580753,0.16850423759664218,0.22698225327408006,0.11289995908737183,-0.0011947154998779297,0.0,-0.002462059259414673,8.381903171539307e-09,0.508,1.8496900796890259,False,True,True
0,15,layer3.1.conv2.weight,256x256x3x3,2000,13.202481293023295,0.0008531060302630067,0.0008094972581602633,3.633506251599147,0.27521625965550184,3.6483857851573185,0.276343304389389,0.29467956377218,0.05509829521179199,-0.0009362697601318359,0.0,-0.0018212497234344482,-9.313225746154785e-10,0.508,1.8496900796890259,False,True,True
0,16,layer4.0.conv1.weight,512x256x3x3,2000,8.56344255286944,0.0014604366151615977,0.0014289994724094868,2.9261924378815047,0.3417410239512398,2.3236735327914495,0.2713746730156093,0.301561671879054,0.09501916170120239,-0.0010287761688232422,0.0,-0.0020107030868530273,1.3504177331924438e-08,0.508,1.8496900796890259,False,True,True
0,17,layer4.0.conv2.weight,512x512x3x3,2000,9.37766072643851,0.0006054895929992199,0.0005789885763078928,3.0622800051258237,0.32655407027644157,2.5104201026411546,0.26770507802691723,0.2567030729053568,0.046402886509895325,-0.0009975433349609375,0.0,-0.0018202364444732666,-5.587935447692871e-09,0.508,1.8496900796890259,False,True,True
0,18,layer4.0.downsample.0.weight,512x256x1x1,2000,5.0702045558308075,0.0002922111307270825,0.0002865799469873309,2.2516662354045667,0.4441155550837336,3.2380357955932917,0.6386657830882866,0.47737892840754137,0.11813648045063019,-0.0006458759307861328,0.0,-0.0011431872844696045,1.3969838619232178e-09,0.508,1.8496900796890259,False,True,True
