warmup_steps,layer_index,parameter,shape,seeds,mean_gradient_nuclear_rank,mean_alignment_ratio_spectral_over_fro,mean_step_size_ratio_spectral_over_fro,mean_tail_accuracy_before,geomean_jvp_tail_drift_sq_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_ci95_low,jvp_tail_drift_sq_ratio_ci95_high,geomean_scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_ci95_low,scaled_jvp_tail_drift_sq_ratio_ci95_high,geomean_observed_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_ci95_low,observed_tail_drift_sq_ratio_ci95_high,spectral_less_observed_tail_drift_fraction
2000,1,conv1.weight,64x3x3x3,10,4.173927259132182,2.04218188153214,0.4900742706098045,0.4053,1.259701251867283,1.2160107238512414,1.304961554064489,0.3022977978454601,0.28711962720025885,0.31827834088986406,0.6150735056797444,0.57986306614977,0.6524219931804681,1.0
2000,2,layer1.0.conv1.weight,64x64x3x3,10,10.956649066072552,3.3069575090043393,0.30297308143004503,0.4053,1.8551444057068256,1.767301229815807,1.9473538002256807,0.16996111957848858,0.1551480565395073,0.18618848867770052,0.5670302777804661,0.528222151322371,0.6086896112078582,1.0
2000,3,layer1.0.conv2.weight,64x64x3x3,10,13.448498727645259,3.662346002833297,0.2737906997847814,0.4053,1.8131223045847278,1.7371749683847353,1.8923899729221547,0.13554378140217574,0.12177272948808616,0.15087217601210345,0.550389485453644,0.5150954789079161,0.5881018143280612,1.0
2000,4,layer1.1.conv1.weight,64x64x3x3,10,11.528463008657601,3.3903576426058466,0.2958324293034359,0.4053,1.6534463141955558,1.5686480035961448,1.7428286700772921,0.14427393889596815,0.13057438650683872,0.15941081556195852,0.5030678968122612,0.4556942418359676,0.5553664838587316,1.0
2000,5,layer1.1.conv2.weight,64x64x3x3,10,12.271364848050201,3.4958617475878997,0.2872216383448804,0.4053,1.71359924794928,1.6586655133306203,1.7703523458903818,0.1407917768888879,0.1269150782168186,0.1561857323655934,0.47157523049783967,0.4461394777253276,0.4984611519987571,1.0
2000,6,layer2.0.conv1.weight,128x64x3x3,10,14.636060753697365,3.8213000753612905,0.26229658364909064,0.4053,1.9237931574443166,1.8700764952667157,1.9790527938279487,0.13205004049247862,0.12214042001047333,0.14276365835789692,0.39755063581672645,0.36374429842165673,0.43449892884664293,1.0
2000,7,layer2.0.conv2.weight,128x128x3x3,10,17.639039030630794,4.1944026797783405,0.23904745353308282,0.4053,2.0498597777442646,1.983148265245716,2.1188154118638924,0.11682393863339023,0.10604182353475862,0.12870235707842775,0.34061923775460545,0.30050989458492666,0.38608201333530395,1.0
2000,8,layer2.0.downsample.0.weight,128x64x1x1,10,7.644120825994413,2.7623387069841647,0.36264335341076953,0.4053,1.3678012282955645,1.3433329657383442,1.392715170284347,0.17956891691100557,0.16841941324807194,0.19145652688563064,0.45812200777494544,0.43014588957407807,0.4879176556018284,1.0
2000,9,layer2.1.conv1.weight,128x128x3x3,10,17.833673448571258,4.212618639751217,0.2385439449348869,0.4053,2.1058236163631747,1.9736054199720383,2.2468995364309987,0.11924580903908505,0.10504789169421161,0.13536266881755485,0.3113763816597446,0.29106214446955153,0.33310841996375656,1.0
2000,10,layer2.1.conv2.weight,128x128x3x3,10,13.672333154789527,3.690873190969268,0.27195602278115294,0.4053,2.3048145017636688,2.151893622109838,2.468602459229261,0.16982062740713838,0.15457408353001892,0.1865710268782118,0.3103437768587152,0.28457232490616263,0.3384491442261337,1.0
2000,11,layer3.0.conv1.weight,256x128x3x3,10,17.547732295731887,4.181913739315077,0.23993624488058965,0.4053,2.525965277921983,2.4283592376454224,2.6274945182550997,0.1449252060285804,0.1303567106657431,0.16112185736477017,0.23709714530765091,0.21534571020481813,0.2610456287221624,1.0
2000,12,layer3.0.conv2.weight,256x256x3x3,10,18.36797481129093,4.2788088495240055,0.23446547835363446,0.4053,3.0120439378978348,2.8204825530250877,3.216615778777483,0.16505087887565367,0.1525515210320361,0.1785743756163852,0.2288589823363665,0.21684450121205018,0.24153913750765993,1.0
2000,13,layer3.0.downsample.0.weight,256x128x1x1,10,8.559237164490224,2.923148746015639,0.34266689822909535,0.4053,2.0148758313076534,1.9664615622329116,2.064482059327873,0.23619472035733002,0.2192255806483328,0.2544773550590735,0.3533384335947718,0.3319547127359215,0.3760996421054784,1.0
2000,14,layer3.1.conv1.weight,256x256x3x3,10,17.489054480940105,4.17451049546011,0.2403994526399366,0.4053,3.190978024230119,2.957411913927562,3.442990373835681,0.1837600232801431,0.16866977284841525,0.2002003416834269,0.23396930969554644,0.2101778332980495,0.26045390715291256,1.0
2000,15,layer3.1.conv2.weight,256x256x3x3,10,12.293500510684305,3.5032344639873507,0.28591398429669024,0.4053,3.1225191389268923,2.918568170279506,3.3407223008366427,0.2548427199561128,0.24194783977832296,0.26842484716595677,0.2753322927871014,0.2613554126017954,0.29005663474398374,1.0
2000,16,layer4.0.conv1.weight,512x256x3x3,10,9.40760688876895,3.065672165853766,0.32647783498775096,0.4053,2.2625712421862247,2.14943322496907,2.381664415763268,0.24094986777162314,0.22656654823498099,0.25624629598430243,0.2611724020705658,0.24295600309106316,0.28075463349527885,1.0
2000,17,layer4.0.conv2.weight,512x512x3x3,10,10.007538474476998,3.1621468523494087,0.3164590713149698,0.4053,2.567207361595874,2.446188990550014,2.6942127786905767,0.25691805520286215,0.2467979029444456,0.2674531926800007,0.26160752928277586,0.2525444906881926,0.27099581222675306,1.0
2000,18,layer4.0.downsample.0.weight,512x256x1x1,10,5.2627742069542585,2.2933893443186855,0.43624496817293085,0.4053,2.5755527999253984,2.2750283567430554,2.915775623430065,0.489917006940447,0.42883123055056793,0.5597042766249342,0.4431584949511903,0.42227009232443236,0.46508018260624795,1.0
2000,19,layer4.1.conv1.weight,512x512x3x3,10,7.508741964658585,2.739704521166785,0.36510013925711887,0.4053,3.4217293537627707,3.229283798458118,3.6256434866431078,0.4559880129820668,0.4314171907469094,0.4819582354225486,0.45234839505212443,0.43390380296493736,0.47157703875383544,1.0
2000,20,layer4.1.conv2.weight,512x512x3x3,10,5.929288354817977,2.434804087004208,0.4107395958694145,0.4053,4.012601477001103,3.6833874782844513,4.371239981716641,0.6769062287415194,0.6274550355469165,0.7302547856830535,0.6826401723117816,0.6526385388830682,0.7140209734646864,1.0
2000,21,fc.weight,10x512,10,4.760393454442864,2.1816920373365067,0.4584194504275529,0.4053,3.334212330424319,3.2106426669340777,3.462537883410563,0.700587989565239,0.677527467242237,0.7244334065464226,0.7005936856983359,0.6775297621422065,0.7244427328010992,1.0
