problem_family,setting,kappa,seed,checkpoint_source,checkpoint_step,target_relative_update_norm,candidate,old_loss,recovery_error,elapsed_s,delta_loss,new_loss,update_grad_inner,update_grad_cosine,update_grad_per_update_norm,update_fro_norm,update_op_norm,sigma_update,nrUpdate,stUpdate,nrUpdateFrac,stUpdateFrac,update_flatness
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.0003,GD,0.0001532792239327137,0.9994330499176829,0.02093845815397799,4.887787884101571e-08,0.00015323034605387267,4.872871779423712e-08,0.9999999999999999,2.5663505572478997e-05,0.0018987553222850726,0.0016874786221614255,"[[0.0006506851963675286,9.310989764662053e-05,4.81119926793736e-05,1.0200598119940878e-05,1.1839075791181506e-06],[5.307055509483636e-05,6.818468637693366e-06,3.362092048741055e-06,7.726935987780749e-07,7.801528871585513e-08],[5.307055509483636e-05,6.818468637693366e-06,3.362092048741055e-06,7.726935987780749e-07,7.801528871585513e-08],[5.307055509483636e-05,6.818468637693366e-06,3.362092048741055e-06,7.726935987780749e-07,7.801528871585513e-08],[5.307055509483636e-05,6.818468637693366e-06,3.362092048741055e-06,7.726935987780749e-07,7.801528871585513e-08],[5.307055509483636e-05,6.818468637693366e-06,3.362092048741055e-06,7.726935987780749e-07,7.801528871585513e-08],[5.307055509483636e-05,6.818468637693366e-06,3.362092048741055e-06,7.726935987780749e-07,7.801528871585513e-08],[5.307055509483636e-05,6.818468637693366e-06,3.362092048741055e-06,7.726935987780749e-07,7.801528871585513e-08],[5.307055509483636e-05,6.818468637693366e-06,3.362092048741055e-06,7.726935987780749e-07,7.801528871585513e-08],[0.0016874786221614255,0.0005264670425218327,0.00014446234553809156,4.280792521838037e-05,1.839256543395061e-05]]",1.4779375616238974,1.0297493717603627,0.2955875123247795,0.20594987435207252,0.6998548596359342
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.0003,FreshAdamSign,0.0001532792239327137,0.9994330499176829,0.02163975010626018,2.7355703944128206e-08,0.00015325186822876956,2.7345425095098038e-08,0.5611767830741494,1.4401763499569274e-05,0.0018987553222850717,0.001041676212215114,"[[0.000978283361643029,0.0005163104753210634,0.0003636370304499454,0.00022598055074432184,3.643815521553778e-05],[0.00024987588709311954,0.00011010332284887882,7.149238040713122e-05,1.28462354962076e-05,3.985701917195181e-07],[0.00024987588709311954,0.00011010332284887882,7.149238040713122e-05,1.28462354962076e-05,3.985701917195181e-07],[0.00024987588709311954,0.00011010332284887882,7.149238040713122e-05,1.28462354962076e-05,3.985701917195181e-07],[0.00024987588709311954,0.00011010332284887882,7.149238040713122e-05,1.28462354962076e-05,3.985701917195181e-07],[0.00024987588709311954,0.00011010332284887882,7.149238040713122e-05,1.28462354962076e-05,3.985701917195181e-07],[0.00024987588709311954,0.00011010332284887882,7.149238040713122e-05,1.28462354962076e-05,3.985701917195181e-07],[0.00024987588709311954,0.00011010332284887882,7.149238040713122e-05,1.28462354962076e-05,3.985701917195181e-07],[0.00024987588709311954,0.00011010332284887882,7.149238040713122e-05,1.28462354962076e-05,3.985701917195181e-07],[0.001041676212215114,0.0005539764267186468,0.0003390977745607671,0.00020904436174911422,8.75652254648911e-05]]",2.6206146616577994,1.313688804027242,0.5241229323315599,0.2627377608054484,0.5039630393545843
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.0003,PolarMuon,0.0001532792239327137,0.9994330499176829,0.022275166120380163,1.3566242082724105e-08,0.00015326565769063096,1.3558282473115254e-08,0.27824008278581724,7.140615915060839e-06,0.0018987553222850715,0.00026852455284036465,"[[0.0002685245528403646,0.0002685245528403645,0.00026852455284036444,0.00026852455284036444,0.0002685245528403644],[0.00026852455284036465,0.00026852455284036454,0.00026852455284036454,0.0002685245528403645,0.00026852455284036444],[0.00026852455284036465,0.00026852455284036454,0.00026852455284036454,0.0002685245528403645,0.00026852455284036444],[0.00026852455284036465,0.00026852455284036454,0.00026852455284036454,0.0002685245528403645,0.00026852455284036444],[0.00026852455284036465,0.00026852455284036454,0.00026852455284036454,0.0002685245528403645,0.00026852455284036444],[0.00026852455284036465,0.00026852455284036454,0.00026852455284036454,0.0002685245528403645,0.00026852455284036444],[0.00026852455284036465,0.00026852455284036454,0.00026852455284036454,0.0002685245528403645,0.00026852455284036444],[0.00026852455284036465,0.00026852455284036454,0.00026852455284036454,0.0002685245528403645,0.00026852455284036444],[0.00026852455284036465,0.00026852455284036454,0.00026852455284036454,0.0002685245528403645,0.00026852455284036444],[0.00026852455284036465,0.00026852455284036465,0.00026852455284036444,0.00026852455284036444,0.0002685245528403644]]",5.0,4.999999999999995,1.0,0.9999999999999991,0.9999999999999991
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.001,GD,0.0001532792239327137,0.9994330499176829,0.022920083021745086,1.6408660311753392e-07,0.00015311513732959615,1.6242905931412376e-07,1.0000000000000007,2.5663505572479018e-05,0.006329184407616905,0.005624928740538084,"[[0.002168950654558428,0.0003103663254887353,0.0001603733089312453,3.4001993733136166e-05,3.946358597060501e-06],[0.00017690185031612129,2.2728228792311217e-05,1.120697349580352e-05,2.575645329260251e-06,2.600509623861838e-07],[0.00017690185031612129,2.2728228792311217e-05,1.120697349580352e-05,2.575645329260251e-06,2.600509623861838e-07],[0.00017690185031612129,2.2728228792311217e-05,1.120697349580352e-05,2.575645329260251e-06,2.600509623861838e-07],[0.00017690185031612129,2.2728228792311217e-05,1.120697349580352e-05,2.575645329260251e-06,2.600509623861838e-07],[0.00017690185031612129,2.2728228792311217e-05,1.120697349580352e-05,2.575645329260251e-06,2.600509623861838e-07],[0.00017690185031612129,2.2728228792311217e-05,1.120697349580352e-05,2.575645329260251e-06,2.600509623861838e-07],[0.00017690185031612129,2.2728228792311217e-05,1.120697349580352e-05,2.575645329260251e-06,2.600509623861838e-07],[0.00017690185031612129,2.2728228792311217e-05,1.120697349580352e-05,2.575645329260251e-06,2.600509623861838e-07],[0.005624928740538084,0.0017548901417394427,0.00048154115179363847,0.0001426930840612679,6.130855144650206e-05]]",1.4779375616238968,1.0297493717603632,0.29558751232477926,0.2059498743520726,0.6998548596359349
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.001,FreshAdamSign,0.0001532792239327137,0.9994330499176829,0.02353925001807511,9.126465145068005e-08,0.000153187959281263,9.115141698366014e-08,0.5611767830741493,1.440176349956927e-05,0.006329184407616908,0.0034722540407170466,"[[0.0032609445388100985,0.0017210349177368782,0.0012121234348331513,0.0007532685024810727,0.00012146051738512597],[0.0008329196236437322,0.0003670110761629296,0.00023830793469043754,4.2820784987358664e-05,1.3285673057316526e-06],[0.0008329196236437322,0.0003670110761629296,0.00023830793469043754,4.2820784987358664e-05,1.3285673057316526e-06],[0.0008329196236437322,0.0003670110761629296,0.00023830793469043754,4.2820784987358664e-05,1.3285673057316526e-06],[0.0008329196236437322,0.0003670110761629296,0.00023830793469043754,4.2820784987358664e-05,1.3285673057316526e-06],[0.0008329196236437322,0.0003670110761629296,0.00023830793469043754,4.2820784987358664e-05,1.3285673057316526e-06],[0.0008329196236437322,0.0003670110761629296,0.00023830793469043754,4.2820784987358664e-05,1.3285673057316526e-06],[0.0008329196236437322,0.0003670110761629296,0.00023830793469043754,4.2820784987358664e-05,1.3285673057316526e-06],[0.0008329196236437322,0.0003670110761629296,0.00023830793469043754,4.2820784987358664e-05,1.3285673057316526e-06],[0.0034722540407170466,0.0018465880890621564,0.0011303259152025571,0.0006968145391637148,0.0002918840848829704]]",2.6206146616577985,1.313688804027242,0.5241229323315598,0.2627377608054484,0.5039630393545844
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.001,PolarMuon,0.0001532792239327137,0.9994330499176829,0.024145415984094143,4.528402010884063e-08,0.00015323393991260485,4.5194274910384185e-08,0.27824008278581724,7.140615915060839e-06,0.006329184407616905,0.0008950818428012155,"[[0.0008950818428012149,0.0008950818428012148,0.0008950818428012148,0.0008950818428012148,0.0008950818428012148],[0.0008950818428012155,0.0008950818428012154,0.0008950818428012153,0.000895081842801215,0.000895081842801215],[0.0008950818428012155,0.0008950818428012154,0.0008950818428012153,0.000895081842801215,0.000895081842801215],[0.0008950818428012155,0.0008950818428012154,0.0008950818428012153,0.000895081842801215,0.000895081842801215],[0.0008950818428012155,0.0008950818428012154,0.0008950818428012153,0.000895081842801215,0.000895081842801215],[0.0008950818428012155,0.0008950818428012154,0.0008950818428012153,0.000895081842801215,0.000895081842801215],[0.0008950818428012155,0.0008950818428012154,0.0008950818428012153,0.000895081842801215,0.000895081842801215],[0.0008950818428012155,0.0008950818428012154,0.0008950818428012153,0.000895081842801215,0.000895081842801215],[0.0008950818428012155,0.0008950818428012154,0.0008950818428012153,0.000895081842801215,0.000895081842801215],[0.0008950818428012153,0.000895081842801215,0.000895081842801215,0.0008950818428012148,0.0008950818428012147]]",5.0,4.999999999999998,1.0,0.9999999999999998,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.003,GD,0.0001532792239327137,0.9994330499176829,0.024749833159148693,5.022098067558882e-07,0.0001527770141259578,4.872871779423712e-07,1.0000000000000002,2.5663505572479008e-05,0.01898755322285072,0.016874786221614254,"[[0.006506851963675283,0.0009310989764662061,0.000481119926793736,0.0001020059811994086,1.1839075791181495e-05],[0.0005307055509483637,6.818468637693368e-05,3.362092048741055e-05,7.726935987780749e-06,7.801528871585492e-07],[0.0005307055509483637,6.818468637693368e-05,3.362092048741055e-05,7.726935987780749e-06,7.801528871585492e-07],[0.0005307055509483637,6.818468637693368e-05,3.362092048741055e-05,7.726935987780749e-06,7.801528871585492e-07],[0.0005307055509483637,6.818468637693368e-05,3.362092048741055e-05,7.726935987780749e-06,7.801528871585492e-07],[0.0005307055509483637,6.818468637693368e-05,3.362092048741055e-05,7.726935987780749e-06,7.801528871585492e-07],[0.0005307055509483637,6.818468637693368e-05,3.362092048741055e-05,7.726935987780749e-06,7.801528871585492e-07],[0.0005307055509483637,6.818468637693368e-05,3.362092048741055e-05,7.726935987780749e-06,7.801528871585492e-07],[0.0005307055509483637,6.818468637693368e-05,3.362092048741055e-05,7.726935987780749e-06,7.801528871585492e-07],[0.016874786221614254,0.0052646704252183275,0.0014446234553809158,0.00042807925218380345,0.00018392565433950628]]",1.4779375616238974,1.0297493717603627,0.2955875123247795,0.20594987435207254,0.6998548596359344
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.003,FreshAdamSign,0.0001532792239327137,0.9994330499176829,0.025359541177749634,2.744480946274884e-07,0.0001530047758380862,2.734542509509804e-07,0.5611767830741494,1.4401763499569272e-05,0.01898755322285072,0.010416762122151138,"[[0.009782833616430293,0.005163104753210634,0.0036363703044994537,0.0022598055074432195,0.00036438155215537784],[0.0024987588709311954,0.001101033228488788,0.0007149238040713124,0.00012846235496207618,3.985701917194981e-06],[0.0024987588709311954,0.001101033228488788,0.0007149238040713124,0.00012846235496207618,3.985701917194981e-06],[0.0024987588709311954,0.001101033228488788,0.0007149238040713124,0.00012846235496207618,3.985701917194981e-06],[0.0024987588709311954,0.001101033228488788,0.0007149238040713124,0.00012846235496207618,3.985701917194981e-06],[0.0024987588709311954,0.001101033228488788,0.0007149238040713124,0.00012846235496207618,3.985701917194981e-06],[0.0024987588709311954,0.001101033228488788,0.0007149238040713124,0.00012846235496207618,3.985701917194981e-06],[0.0024987588709311954,0.001101033228488788,0.0007149238040713124,0.00012846235496207618,3.985701917194981e-06],[0.0024987588709311954,0.001101033228488788,0.0007149238040713124,0.00012846235496207618,3.985701917194981e-06],[0.010416762122151138,0.005539764267186468,0.0033909777456076723,0.0020904436174911424,0.0008756522546489106]]",2.6206146616577994,1.313688804027242,0.5241229323315599,0.2627377608054484,0.5039630393545843
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.003,PolarMuon,0.0001532792239327137,0.9994330499176829,0.025958791142329574,1.364242452724031e-07,0.00015314279968744129,1.3558282473115257e-07,0.27824008278581724,7.140615915060839e-06,0.018987553222850718,0.0026852455284036465,"[[0.002685245528403645,0.002685245528403645,0.0026852455284036444,0.0026852455284036444,0.0026852455284036444],[0.002685245528403646,0.0026852455284036452,0.0026852455284036452,0.0026852455284036452,0.002685245528403645],[0.002685245528403646,0.0026852455284036452,0.0026852455284036452,0.0026852455284036452,0.002685245528403645],[0.002685245528403646,0.0026852455284036452,0.0026852455284036452,0.0026852455284036452,0.002685245528403645],[0.002685245528403646,0.0026852455284036452,0.0026852455284036452,0.0026852455284036452,0.002685245528403645],[0.002685245528403646,0.0026852455284036452,0.0026852455284036452,0.0026852455284036452,0.002685245528403645],[0.002685245528403646,0.0026852455284036452,0.0026852455284036452,0.0026852455284036452,0.002685245528403645],[0.002685245528403646,0.0026852455284036452,0.0026852455284036452,0.0026852455284036452,0.002685245528403645],[0.002685245528403646,0.0026852455284036452,0.0026852455284036452,0.0026852455284036452,0.002685245528403645],[0.0026852455284036465,0.002685245528403646,0.002685245528403646,0.002685245528403645,0.002685245528403645]]",5.0,4.999999999999998,1.0,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,1,0.0003,GD,0.00014960484497871958,0.9888351121187269,0.028345958096906543,1.3059852983248106e-07,0.0001494742464488871,1.3021799009669717e-07,0.9999999999999994,6.850977443621248e-05,0.001900721337477756,0.0015039927808911154,"[[0.0010153143621411355,0.00014724117877656324,1.654964892700592e-05,3.923736139584982e-06,8.024692662998346e-07],[0.0001714305802662544,1.187938893439317e-05,3.7701298919130557e-07,2.563347943358642e-07,6.984422025100865e-09],[0.00017326226237032144,1.1874878725721804e-05,3.7454082058288453e-07,2.546841773611917e-07,7.0039406490282434e-09],[0.0001750942840398023,1.1871253436899864e-05,3.721188095269522e-07,2.530289844660103e-07,7.023543920434941e-09],[0.00017692600801707888,1.186849925615032e-05,3.697468047495012e-07,2.513692829844694e-07,7.0432421822203856e-09],[0.0001787568491730669,1.1866599750627557e-05,3.674247117009356e-07,2.4970511768520106e-07,7.063044666854298e-09],[0.00018058627507329953,1.1865535902254438e-05,3.6515248789433575e-07,2.4803651530534055e-07,7.082959531671256e-09],[0.0001824138066785143,1.1865286137432603e-05,3.6293013835679554e-07,2.4636348880920757e-07,7.102993890981792e-09],[0.00018423901918348233,1.1865826350585524e-05,3.607577112147577e-07,2.4468604137577906e-07,7.123153845118858e-09],[0.0015039927808911154,0.000207108614129924,2.564438092564875e-05,7.722921445250393e-06,4.5726110117490425e-06]]",1.1781642969518777,1.0076350708446502,0.23563285939037554,0.20152701416892999,0.8581580842552535
