warmup_steps,seed,tail_output_drift_rms_frobenius,tail_output_drift_rms_spectral,centered_tail_output_drift_fro_frobenius,centered_tail_output_drift_fro_spectral,margin_delta_rms_frobenius,margin_delta_rms_spectral,tail_loss_increase_frobenius,tail_loss_increase_spectral,tail_accuracy_drop_frobenius,tail_accuracy_drop_spectral,tail_accuracy_before_frobenius,tail_accuracy_before_spectral,tail_positive_margin_fraction_before_frobenius,tail_positive_margin_fraction_before_spectral,matched_first_order_head_gain_frobenius,matched_first_order_head_gain_spectral,actual_head_gain_relative_error_frobenius,actual_head_gain_relative_error_spectral,update_fro_norm_frobenius,update_fro_norm_spectral,update_op_norm_frobenius,update_op_norm_spectral,nrG_frobenius,nrG_spectral,tail_output_drift_sq_ratio_spectral_over_fro,centered_tail_output_drift_sq_ratio_spectral_over_fro,margin_delta_sq_ratio_spectral_over_fro,tail_loss_increase_diff_spectral_minus_fro,tail_accuracy_drop_diff_spectral_minus_fro,mean_gradient_nuclear_rank,median_gradient_nuclear_rank,max_gradient_nuclear_rank,min_gradient_nuclear_rank,layer_count,log_tail_output_drift_sq_ratio_spectral_over_fro
250,0,0.0057867062278091,0.0028143806848675,2.58062744140625,1.255509853363037,0.0110509432852268,0.0053660073317587,-0.0031442642211914,-0.0014591217041015,0.0,0.0,0.0305,0.0305,0.0305,0.0305,0.0043637293577194,0.0043637293577194,0.0210182235703457,0.0283395047453786,0.0002005941477236,0.000871730625896,6.201818905537948e-05,1.3121183656039648e-05,14.497981311090037,14.497981311090037,0.23653903063606774,0.23669529694282188,0.2357782952687897,0.0016851425170899001,0.0,14.497981311090035,13.507439274333226,24.48685284727565,4.086671639894373,21,-1.4416420502648504
250,1,0.0054369140416383,0.0025024260394275,2.4277868270874023,1.1172562837600708,0.012231751345098,0.0054930560290813,-0.001842975616455,-0.0007834434509277,-0.0005,-0.0005,0.023,0.023,0.023,0.023,0.0044900745153427,0.0044900745153427,0.003916716834183,0.0321653981530832,0.0002498392709899,0.0009677129204685,8.323750807903707e-05,1.4565825040335769e-05,17.02967884424014,17.02967884424014,0.2118446825894753,0.2117797886489257,0.2016743983176085,0.0010595321655273,0.0,17.02967884424014,17.0601363296021,24.01148320492136,3.363505651962684,21,-1.551901902109045
250,2,0.0064891879446804,0.0025087564717978,2.897035837173462,1.1199687719345093,0.0116857821121811,0.0045056813396513,-0.0001802444458007,-1.239776611328125e-05,-0.0004999999999999,-0.0004999999999999,0.0215,0.0215,0.0215,0.0215,0.0048071506619453,0.0048071506619453,0.0222737944743254,0.0030302934491316,0.0003449915735064,0.0011679024285374,0.0001065064207068,1.7579062841832638e-05,23.35057455511157,23.35057455511157,0.14946389864146695,0.14945281228369756,0.1486638507826427,0.00016784667968741874,0.0,23.350574555111574,26.40352689787445,36.52210121993977,3.7204565224103954,21,-1.9007003959716289
250,3,0.0063717677257955,0.0028505774680525,2.8445074558258057,1.272688627243042,0.0117594739422202,0.005308223888278,-0.0024237632751464,-0.0010781288146972,0.0,0.0,0.01,0.01,0.01,0.01,0.0054405152797698,0.0054405152797698,0.0139871402011685,0.0068944210296823,0.0002399794542429,0.0010643017013854,7.879096665419638e-05,1.6019777831388637e-05,14.631336361768447,14.631336361768447,0.20014549741094428,0.20018437370043987,0.20376175661220677,0.0013456344604491999,0.0,14.631336361768444,13.984658128067792,24.81671724996351,3.305830182636453,21,-1.6087106898698185
250,4,0.0079009979963302,0.0028765625320374,3.5208442211151123,1.2824300527572632,0.0138716138899326,0.0051577906124293,-0.0009784698486328,-0.0004315376281738,0.0,0.0,0.018,0.018,0.018,0.018,0.0046070513129234,0.0046070513129234,0.0288833491097794,0.0340066780522732,0.0003275319366911,0.0011267455398348,0.0001194824217236,1.6959631466306746e-05,23.11334482544313,23.11334482544313,0.13255122185066345,0.13267031282125105,0.13825263930726578,0.000546932220459,0.0,23.11334482544313,26.10844998161033,38.13537179481421,3.17361248248622,21,-2.0207861282536514
250,5,0.0055764028802514,0.0028646064456552,2.4900548458099365,1.2791959047317505,0.0121927317231893,0.0062575279735028,-0.0037503242492675,-0.0018210411071777,-0.0005,-0.0005,0.0175,0.0175,0.0175,0.0175,0.0047951710224151,0.0047951710224151,0.0339792779630282,0.0087058211089126,0.0001853367438236,0.0008944752136707,5.999318454996683e-05,1.3463450159179048e-05,12.360967236973949,12.360967236973949,0.2638892166330053,0.26391027233639647,0.26339259631835776,0.0019292831420898002,0.0,12.36096723697395,11.303599925671785,21.12316842646655,3.461229698964309,21,-1.3322258978726818
250,6,0.0047725085169076,0.0025986034888774,2.130139112472534,1.159664511680603,0.0093789882957935,0.0051154368557035,-0.0029773712158203,-0.0016055107116699,0.0,0.0,0.013,0.013,0.013,0.013,0.0049029949307441,0.0049029949307441,0.0115294320879864,0.0297889199555475,0.0001876689559641,0.0008658970127522,6.31558577879332e-05,1.3033364666625856e-05,12.242649333243348,12.242649333243348,0.29647399817354403,0.2963799364091851,0.29747705169332667,0.0013718605041504,0.0,12.242649333243346,12.689998658047358,19.57356825103079,3.913490047065893,21,-1.2157957602632408
250,7,0.0063476865179836,0.0024823169223964,2.836048126220703,1.108372449874878,0.0106443939730525,0.0042137070558965,-0.0013632774353027,-0.0005679130554199,0.0,0.0,0.019,0.019,0.019,0.019,0.004560560286045,0.004560560286045,0.0157946626546516,0.0072994303423951,0.0003248661493797,0.001093052502815,0.0001022798096528,1.645224074309226e-05,23.951956476354503,23.951956476354503,0.1529267694221156,0.15273699851092895,0.15670642321588363,0.0007953643798827999,0.0,23.951956476354503,24.85823992462917,39.49708808307207,3.429620810714517,21,-1.877796103398193
250,8,0.0050318073481321,0.0022287920583039,2.247078895568848,0.9951699376106262,0.0097586121410131,0.0043511092662811,-0.0017805099487304,-0.0005683898925781,0.0,0.0,0.019,0.019,0.019,0.019,0.0039829602837562,0.0039829602837562,0.023225316857665,0.0124954759204486,0.0002284579404699,0.0008698561982324,7.217454549390823e-05,1.3092901099298617e-05,17.345699513094363,17.345699513094363,0.19619642661388012,0.19613624417905887,0.19880342617582245,0.0012121200561523,0.0,17.345699513094363,18.7945389298278,29.184981064024967,5.007433168770675,21,-1.6286389449938983
250,9,0.0056880763731896,0.0026693411637097,2.5404186248779297,1.191928148269653,0.0102902557700872,0.0049466867931187,-0.0023999214172363,-0.0010905265808105,0.0,0.0,0.02,0.02,0.02,0.02,0.0043996727466583,0.0043996727466583,0.0062489280526553,0.0122233833950241,0.0002094102306259,0.0009002160691023,7.126596028683707e-05,1.354987034574151e-05,13.51614249767554,13.51614249767554,0.22023043139150247,0.22013524231008036,0.2310875176494636,0.0013093948364258,0.0,13.51614249767554,13.251498316102126,19.104810577073533,3.976613273614164,21,-1.51308086537065
