alpha_scope,seed_count,family_size,one_sided_alpha,log_ratio_sd,target_power,minimum_detectable_ratio,minimum_detectable_log_ratio,claim_interpretation
raw_single_setting,5,1,0.05,0.05,0.5,1.0454211124802841,0.04441978269279825,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.05,0.8,1.0703341590995437,0.06797089794274752,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.05,0.9,1.0838257555677016,0.08049714800084286,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.1,0.5,1.092905302419515,0.08883956538559659,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.1,0.8,1.145615212135327,0.13594179588549477,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.1,0.9,1.174678268431899,0.1609942960016856,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.2,0.5,1.1944420000566913,0.17767913077119302,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.2,0.8,1.31243421427587,0.2718835917709895,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.2,0.9,1.3798690343261648,0.3219885920033713,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.35,0.5,1.3647052603659133,0.3109384788495877,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.35,0.8,1.6092951459673308,0.4757962855992315,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.35,0.9,1.7567755168310224,0.5634800360058996,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.5,0.5,1.5592389145575924,0.4441978269279824,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.5,0.8,1.973303376781396,0.6797089794274734,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.5,0.9,2.236632709164336,0.804971480008428,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.75,0.5,1.9470136563096132,0.6662967403919735,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.75,0.8,2.7719844430628244,1.0195634691412103,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
raw_single_setting,5,1,0.05,0.75,0.9,3.34496831106665,1.207457220012642,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.05,0.5,1.1318156555629357,0.12382311807710754,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.05,0.8,1.1840131016100637,0.16890960194963148,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.05,0.9,1.2137315122449694,0.19369950857739632,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.1,0.5,1.2810066781773577,0.24764623615421485,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.1,0.8,1.4018870247842827,0.3378192038992628,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.1,0.9,1.4731441838164605,0.3873990171547927,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.2,0.5,1.6409781095349885,0.4952924723084297,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.2,0.8,1.9652872302585278,0.6756384077985254,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
